City,AreaType,Sqft,Bedrooms,Bathrooms,Floor,NoofFloors,FurnishingStatus,TenantPreferred,PointofContact
delhi,carpet,2000,4,3,0.9,4.0,semi-furnished,bachelors/family,agent
delhi,super,150,2,1,1.0,2.0,semi-furnished,bachelors/family,owner
delhi,carpet,400,1,1,3.0,4.0,furnished,bachelors/family,agent
delhi,super,100,3,2,3.0,4.0,furnished,bachelors/family,owner
delhi,carpet,400,1,1,3.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,900,2,2,0.9,4.0,semi-furnished,bachelors/family,agent
delhi,super,1350,3,3,1.0,7.0,semi-furnished,family,owner
delhi,super,500,1,1,1.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,1700,3,3,1.0,4.0,furnished,bachelors,agent
delhi,super,110,2,1,2.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,1200,3,2,1.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,50,2,2,2.0,4.0,semi-furnished,bachelors/family,owner
delhi,super,100,3,2,2.0,3.0,semi-furnished,bachelors/family,agent
delhi,super,1000,2,2,2.0,3.0,furnished,bachelors/family,owner
delhi,super,63,1,1,4.0,4.0,furnished,bachelors/family,owner
delhi,super,1800,3,2,0.9,3.0,semi-furnished,bachelors/family,owner
delhi,carpet,1440,2,2,2.0,3.0,semi-furnished,bachelors,agent
delhi,super,55,2,2,0.9,4.0,unfurnished,bachelors/family,owner
delhi,carpet,1500,3,3,1.0,12.0,unfurnished,bachelors,owner
delhi,super,400,2,1,3.0,4.0,unfurnished,bachelors/family,owner
delhi,carpet,100,3,2,1.0,4.0,furnished,bachelors/family,owner
delhi,super,500,2,1,1.0,3.0,unfurnished,bachelors/family,owner
delhi,super,455,2,1,1.0,4.0,unfurnished,bachelors/family,owner
delhi,carpet,80,2,1,3.0,4.0,semi-furnished,bachelors/family,owner
delhi,super,450,2,1,0.9,2.0,unfurnished,bachelors/family,owner
delhi,super,400,1,1,0.9,1.0,unfurnished,bachelors/family,owner
delhi,super,300,4,3,1.0,3.0,unfurnished,bachelors/family,owner
delhi,super,700,2,2,2.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,600,2,2,4.0,5.0,semi-furnished,bachelors/family,owner
delhi,super,800,2,2,2.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,950,2,2,2.0,3.0,unfurnished,bachelors/family,owner
delhi,super,450,2,1,4.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,450,1,1,1.0,3.0,unfurnished,bachelors/family,owner
delhi,super,68,2,1,3.0,5.0,unfurnished,bachelors/family,owner
delhi,super,1000,2,2,3.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,600,1,1,4.0,4.0,furnished,bachelors,agent
delhi,super,65,2,1,0.9,4.0,unfurnished,bachelors/family,owner
delhi,carpet,1700,3,3,1.0,1.0,semi-furnished,bachelors,agent
delhi,carpet,1800,3,3,0.9,4.0,semi-furnished,bachelors/family,agent
delhi,super,1000,2,1,3.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,900,2,2,2.0,4.0,semi-furnished,bachelors,agent
delhi,super,2000,4,3,1.0,1.0,semi-furnished,bachelors/family,owner
delhi,super,75,2,2,1.0,3.0,unfurnished,bachelors/family,owner
delhi,carpet,200,3,3,1.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,200,1,1,2.0,4.0,unfurnished,bachelors,agent
delhi,carpet,450,2,1,3.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,750,2,2,1.0,4.0,furnished,bachelors,agent
delhi,carpet,400,2,1,1.0,4.0,unfurnished,bachelors,agent
delhi,carpet,84,2,2,1.0,4.0,semi-furnished,bachelors,agent
delhi,super,90,2,2,2.0,3.0,unfurnished,bachelors/family,owner
delhi,super,90,2,2,2.0,4.0,semi-furnished,bachelors/family,owner
delhi,super,500,2,2,1.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,75,2,2,4.0,5.0,unfurnished,bachelors/family,owner
delhi,carpet,512,1,1,1.0,3.0,furnished,bachelors/family,agent
delhi,carpet,1500,3,3,1.0,3.0,semi-furnished,bachelors,agent
delhi,super,446,1,1,2.0,4.0,unfurnished,bachelors/family,owner
delhi,super,1100,3,2,4.0,5.0,semi-furnished,bachelors/family,owner
delhi,super,125,1,1,1.0,2.0,unfurnished,bachelors/family,owner
delhi,super,1800,3,3,3.0,5.0,furnished,bachelors/family,owner
delhi,super,1300,3,2,1.0,4.0,unfurnished,bachelors/family,agent
delhi,super,2000,3,2,14.0,10.0,semi-furnished,family,owner
delhi,carpet,1200,2,2,2.0,3.0,furnished,bachelors,owner
delhi,super,125,3,2,1.0,4.0,unfurnished,bachelors,owner
delhi,carpet,730,2,2,2.0,3.0,unfurnished,bachelors/family,agent
delhi,carpet,160,2,2,3.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,1000,2,2,0.9,2.0,unfurnished,bachelors/family,owner
delhi,super,450,1,1,1.0,5.0,furnished,bachelors/family,owner
delhi,super,75,2,2,2.0,4.0,furnished,bachelors/family,owner
delhi,super,2000,3,3,1.0,3.0,semi-furnished,bachelors,agent
delhi,super,2000,4,3,4.0,4.0,unfurnished,bachelors,agent
delhi,super,1800,2,2,0.9,2.0,semi-furnished,bachelors,agent
delhi,super,1800,3,3,0.9,3.0,unfurnished,family,agent
delhi,super,2000,3,3,2.0,4.0,unfurnished,bachelors/family,agent
delhi,carpet,2000,3,2,0.9,2.0,semi-furnished,bachelors/family,agent
delhi,carpet,900,3,2,3.0,4.0,semi-furnished,bachelors/family,agent
delhi,super,75,2,1,2.0,4.0,unfurnished,bachelors/family,owner
delhi,super,75,2,2,2.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,1800,3,3,3.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,160,3,3,2.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,2000,4,3,2.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,1050,3,2,3.0,4.0,furnished,bachelors/family,agent
delhi,super,1800,3,3,2.0,3.0,furnished,bachelors/family,owner
delhi,super,2000,2,2,1.0,3.0,furnished,bachelors/family,agent
delhi,carpet,499,1,1,2.0,3.0,semi-furnished,family,owner
delhi,carpet,450,1,1,3.0,4.0,unfurnished,bachelors,agent
delhi,super,60,1,1,3.0,4.0,unfurnished,bachelors/family,owner
delhi,super,2000,3,3,0.9,3.0,unfurnished,bachelors/family,agent
delhi,super,130,2,1,0.9,3.0,unfurnished,bachelors/family,owner
delhi,super,650,3,1,3.0,4.0,semi-furnished,bachelors/family,owner
delhi,super,100,2,1,3.0,4.0,unfurnished,bachelors/family,owner
delhi,super,45,2,1,2.0,3.0,unfurnished,bachelors/family,owner
delhi,super,600,2,2,2.0,3.0,unfurnished,bachelors/family,owner
delhi,super,800,3,1,0.9,4.0,unfurnished,bachelors/family,owner
delhi,carpet,1500,3,3,1.0,1.0,unfurnished,bachelors/family,owner
delhi,super,30,1,1,1.0,5.0,furnished,bachelors/family,owner
delhi,super,55,1,1,0.9,3.0,unfurnished,bachelors/family,owner
delhi,carpet,900,2,2,0.9,3.0,semi-furnished,bachelors/family,owner
delhi,carpet,1000,2,1,1.0,2.0,unfurnished,bachelors/family,owner
delhi,super,360,1,1,1.0,2.0,semi-furnished,bachelors/family,owner
delhi,super,450,1,1,1.0,4.0,furnished,bachelors/family,owner
delhi,super,900,2,2,4.0,5.0,semi-furnished,bachelors/family,owner
delhi,super,1100,2,2,2.0,4.0,furnished,bachelors/family,owner
delhi,super,700,2,2,0.9,2.0,furnished,bachelors/family,owner
delhi,super,400,1,1,1.0,2.0,unfurnished,bachelors/family,owner
delhi,super,950,3,2,0.9,3.0,unfurnished,bachelors/family,owner
delhi,super,2000,3,3,1.0,5.0,semi-furnished,bachelors/family,agent
delhi,carpet,950,2,2,3.0,3.0,unfurnished,bachelors/family,agent
delhi,super,1100,3,3,1.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,497,1,1,3.0,4.0,unfurnished,bachelors/family,agent
delhi,super,100,3,2,3.0,4.0,semi-furnished,bachelors/family,owner
delhi,super,70,2,2,1.0,4.0,semi-furnished,bachelors/family,owner
delhi,super,55,2,2,2.0,4.0,unfurnished,bachelors/family,owner
delhi,super,300,1,1,4.0,5.0,unfurnished,bachelors/family,owner
delhi,carpet,400,1,1,2.0,4.0,unfurnished,bachelors,owner
delhi,super,500,2,2,2.0,4.0,semi-furnished,bachelors/family,owner
delhi,super,650,4,2,4.0,4.0,furnished,bachelors/family,owner
delhi,super,630,1,1,0.9,2.0,furnished,bachelors/family,owner
delhi,super,450,1,1,1.0,3.0,unfurnished,family,owner
delhi,super,500,2,1,1.0,2.0,semi-furnished,bachelors/family,owner
delhi,carpet,200,3,3,2.0,2.0,unfurnished,bachelors,agent
delhi,super,95,2,1,1.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,272,4,3,0.9,4.0,furnished,bachelors,agent
delhi,carpet,800,2,2,2.0,4.0,unfurnished,bachelors/family,agent
delhi,super,50,2,2,2.0,4.0,unfurnished,bachelors/family,owner
delhi,super,400,1,1,2.0,4.0,furnished,bachelors/family,owner
delhi,super,450,1,1,0.9,3.0,unfurnished,bachelors/family,owner
delhi,carpet,1800,3,3,2.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,2000,3,3,1.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,2000,4,3,2.0,3.0,semi-furnished,bachelors/family,agent
delhi,carpet,1800,3,3,4.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,1800,3,3,1.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,1800,3,3,2.0,3.0,semi-furnished,bachelors/family,agent
delhi,super,1200,3,2,2.0,3.0,semi-furnished,bachelors/family,owner
delhi,carpet,600,1,1,1.0,4.0,semi-furnished,bachelors,owner
delhi,super,350,1,1,2.0,5.0,furnished,bachelors/family,owner
delhi,super,100,2,2,2.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,1800,3,3,1.0,3.0,unfurnished,bachelors/family,agent
delhi,carpet,900,2,2,3.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,1150,3,2,3.0,4.0,unfurnished,bachelors/family,agent
delhi,carpet,1400,4,2,2.0,4.0,semi-furnished,bachelors/family,agent
delhi,super,500,1,1,0.9,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,300,4,3,2.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,500,1,1,3.0,4.0,unfurnished,bachelors/family,agent
delhi,super,500,1,1,0.9,4.0,unfurnished,bachelors/family,owner
delhi,super,80,2,2,1.0,4.0,semi-furnished,bachelors/family,owner
delhi,super,1000,2,2,2.0,4.0,semi-furnished,bachelors,agent
delhi,super,1600,3,2,6.0,10.0,unfurnished,bachelors/family,owner
delhi,super,1800,4,3,6.0,8.0,semi-furnished,bachelors/family,owner
delhi,carpet,400,2,2,0.9,4.0,semi-furnished,bachelors/family,agent
delhi,super,900,2,2,0.9,3.0,semi-furnished,bachelors/family,owner
delhi,carpet,480,1,1,4.0,5.0,unfurnished,bachelors/family,agent
delhi,carpet,180,1,1,2.0,2.0,unfurnished,bachelors,owner
delhi,carpet,1000,2,2,1.0,3.0,unfurnished,bachelors,agent
delhi,super,1120,3,2,2.0,3.0,unfurnished,bachelors/family,owner
delhi,carpet,1800,3,3,2.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,1200,3,2,1.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,550,1,1,1.0,4.0,semi-furnished,bachelors/family,agent
delhi,super,1400,2,1,3.0,4.0,unfurnished,bachelors,owner
delhi,carpet,1600,3,2,2.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,650,1,1,1.0,4.0,semi-furnished,bachelors/family,agent
delhi,super,120,4,3,0.9,2.0,furnished,bachelors/family,owner
delhi,carpet,450,2,1,1.0,3.0,unfurnished,bachelors/family,owner
delhi,super,520,1,1,0.9,4.0,furnished,bachelors/family,owner
delhi,super,850,1,1,2.0,4.0,semi-furnished,bachelors,owner
delhi,carpet,850,2,2,1.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,585,2,1,2.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,1600,3,2,0.9,4.0,furnished,bachelors/family,agent
delhi,super,950,2,2,2.0,5.0,unfurnished,bachelors/family,owner
delhi,super,120,1,1,1.0,2.0,unfurnished,bachelors/family,owner
delhi,super,500,2,1,3.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,550,1,1,2.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,650,1,1,2.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,2000,4,3,6.0,10.0,unfurnished,bachelors,agent
delhi,super,50,1,1,3.0,4.0,furnished,bachelors/family,owner
delhi,carpet,550,2,1,4.0,4.0,unfurnished,bachelors/family,owner
delhi,super,90,2,2,4.0,5.0,semi-furnished,bachelors/family,owner
delhi,super,2000,3,3,1.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,150,1,1,4.0,4.0,furnished,bachelors/family,owner
delhi,super,450,2,1,1.0,3.0,unfurnished,bachelors/family,owner
delhi,carpet,750,2,2,4.0,4.0,unfurnished,bachelors,owner
delhi,super,975,2,1,0.9,3.0,semi-furnished,bachelors/family,owner
delhi,super,106,3,1,0.9,4.0,semi-furnished,bachelors/family,owner
delhi,super,750,2,2,4.0,6.0,furnished,bachelors/family,owner
delhi,super,80,2,2,2.0,4.0,semi-furnished,bachelors/family,owner
delhi,super,96,3,2,2.0,5.0,unfurnished,bachelors/family,owner
delhi,super,500,1,1,1.0,3.0,unfurnished,bachelors/family,owner
delhi,carpet,1550,3,2,0.9,3.0,semi-furnished,bachelors/family,agent
delhi,super,1000,2,2,3.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,400,1,1,2.0,4.0,unfurnished,bachelors/family,owner
delhi,super,1000,2,1,3.0,4.0,semi-furnished,family,owner
delhi,super,450,1,1,2.0,4.0,unfurnished,bachelors/family,owner
delhi,carpet,550,2,2,2.0,4.0,semi-furnished,bachelors/family,agent
delhi,super,400,1,1,2.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,60,1,1,1.0,5.0,furnished,bachelors/family,owner
delhi,super,900,4,2,3.0,5.0,unfurnished,bachelors/family,owner
delhi,super,700,1,1,1.0,5.0,semi-furnished,bachelors/family,owner
delhi,super,500,2,1,2.0,4.0,unfurnished,bachelors/family,owner
delhi,carpet,2000,3,3,2.0,4.0,furnished,bachelors,agent
delhi,carpet,400,2,1,2.0,3.0,semi-furnished,bachelors,owner
delhi,carpet,1500,3,2,1.0,4.0,unfurnished,bachelors,agent
delhi,super,70,2,1,2.0,4.0,unfurnished,bachelors/family,owner
delhi,super,60,2,2,2.0,4.0,unfurnished,bachelors/family,owner
delhi,carpet,1650,2,2,2.0,4.0,furnished,bachelors,agent
delhi,carpet,1150,2,2,3.0,3.0,unfurnished,bachelors,agent
delhi,carpet,1800,2,2,0.9,3.0,furnished,bachelors,agent
delhi,carpet,2000,4,3,3.0,4.0,semi-furnished,bachelors/family,agent
delhi,super,900,2,1,1.0,2.0,unfurnished,bachelors/family,owner
delhi,super,700,2,1,1.0,2.0,unfurnished,bachelors/family,owner
delhi,super,900,2,2,2.0,4.0,unfurnished,bachelors/family,owner
delhi,super,400,1,1,2.0,2.0,semi-furnished,bachelors/family,owner
delhi,carpet,2000,4,3,0.9,3.0,unfurnished,bachelors,agent
delhi,super,2000,3,3,0.9,2.0,unfurnished,bachelors/family,owner
delhi,super,500,2,1,1.0,5.0,semi-furnished,bachelors/family,owner
delhi,carpet,450,1,1,1.0,4.0,furnished,bachelors/family,agent
delhi,super,350,1,1,1.0,3.0,unfurnished,bachelors/family,owner
delhi,carpet,272,4,3,1.0,4.0,unfurnished,bachelors/family,agent
delhi,super,545,1,1,2.0,3.0,furnished,bachelors/family,owner
delhi,super,84,2,2,0.9,4.0,semi-furnished,bachelors/family,owner
delhi,super,600,1,1,2.0,4.0,furnished,bachelors/family,owner
delhi,super,75,2,2,3.0,4.0,unfurnished,bachelors/family,owner
delhi,carpet,165,3,2,2.0,4.0,semi-furnished,bachelors,owner
delhi,carpet,1100,3,3,1.0,4.0,unfurnished,bachelors,agent
delhi,super,500,1,1,3.0,3.0,unfurnished,bachelors/family,owner
delhi,carpet,150,3,3,1.0,3.0,semi-furnished,bachelors,agent
delhi,super,70,2,2,2.0,5.0,semi-furnished,bachelors/family,owner
delhi,super,250,3,2,1.0,2.0,semi-furnished,bachelors/family,owner
delhi,super,70,2,2,1.0,5.0,unfurnished,bachelors/family,owner
delhi,carpet,300,1,1,3.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,1800,3,3,1.0,4.0,semi-furnished,bachelors,agent
delhi,super,1250,3,2,2.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,480,2,1,1.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,84,2,2,2.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,600,2,2,3.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,600,2,2,0.9,4.0,semi-furnished,bachelors,agent
delhi,super,720,2,2,2.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,75,2,1,1.0,1.0,unfurnished,bachelors/family,owner
delhi,super,1000,3,2,1.0,4.0,unfurnished,bachelors/family,owner
delhi,carpet,2000,2,2,1.0,1.0,semi-furnished,family,owner
delhi,carpet,900,3,1,0.9,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,550,1,1,3.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,450,2,1,4.0,5.0,furnished,bachelors/family,owner
delhi,super,470,2,2,2.0,4.0,furnished,bachelors/family,owner
delhi,super,125,3,2,3.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,2000,4,3,2.0,2.0,semi-furnished,bachelors/family,owner
delhi,carpet,1500,3,3,5.0,10.0,semi-furnished,bachelors/family,agent
delhi,super,80,2,1,3.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,1100,3,2,3.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,1000,2,2,4.0,5.0,semi-furnished,bachelors/family,owner
delhi,super,800,2,2,3.0,5.0,unfurnished,bachelors/family,owner
delhi,super,50,2,1,2.0,5.0,furnished,bachelors/family,owner
delhi,super,1000,2,2,2.0,5.0,semi-furnished,bachelors/family,owner
delhi,carpet,550,1,1,2.0,3.0,unfurnished,bachelors,agent
delhi,carpet,450,1,1,0.9,4.0,unfurnished,bachelors,agent
delhi,super,670,2,2,2.0,4.0,furnished,bachelors/family,owner
delhi,super,700,2,1,1.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,125,3,2,3.0,4.0,semi-furnished,bachelors,owner
delhi,super,1872,3,3,1.0,5.0,semi-furnished,bachelors/family,agent
delhi,carpet,650,2,1,2.0,4.0,unfurnished,bachelors/family,agent
delhi,carpet,550,2,2,1.0,4.0,unfurnished,bachelors,agent
delhi,carpet,84,2,2,0.9,4.0,semi-furnished,bachelors,agent
delhi,super,90,1,2,0.9,2.0,unfurnished,bachelors/family,owner
delhi,super,1000,2,2,1.0,4.0,unfurnished,bachelors/family,owner
delhi,super,65,1,1,3.0,4.0,unfurnished,bachelors/family,owner
delhi,carpet,250,1,1,0.9,4.0,furnished,bachelors,agent
delhi,super,900,2,2,3.0,4.0,unfurnished,bachelors,owner
delhi,carpet,900,3,3,3.0,4.0,semi-furnished,bachelors,agent
delhi,super,650,2,2,0.9,3.0,unfurnished,bachelors/family,owner
delhi,super,800,1,1,3.0,5.0,semi-furnished,bachelors/family,owner
delhi,carpet,410,1,1,2.0,4.0,unfurnished,bachelors,owner
delhi,super,1500,3,3,2.0,3.0,furnished,bachelors/family,owner
delhi,carpet,2000,4,3,2.0,3.0,unfurnished,bachelors/family,owner
delhi,carpet,1800,3,2,2.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,1400,2,2,0.9,4.0,semi-furnished,bachelors,agent
delhi,super,1600,3,3,3.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,1200,3,2,3.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,1150,3,3,2.0,4.0,unfurnished,bachelors/family,agent
delhi,super,110,2,1,0.9,2.0,semi-furnished,bachelors/family,owner
delhi,super,300,1,1,3.0,3.0,furnished,bachelors/family,owner
delhi,carpet,750,2,2,1.0,4.0,semi-furnished,bachelors/family,agent
delhi,super,410,2,1,2.0,4.0,unfurnished,bachelors/family,owner
delhi,super,800,2,1,2.0,5.0,furnished,bachelors/family,owner
delhi,super,120,3,3,4.0,5.0,furnished,bachelors/family,owner
delhi,carpet,650,1,1,2.0,4.0,furnished,bachelors,agent
delhi,super,810,2,2,3.0,3.0,semi-furnished,bachelors/family,owner
delhi,super,700,3,2,1.0,3.0,furnished,bachelors/family,owner
delhi,super,1125,2,2,0.9,2.0,furnished,bachelors/family,owner
delhi,super,600,2,2,4.0,5.0,unfurnished,bachelors/family,owner
delhi,carpet,1300,3,3,1.0,4.0,furnished,bachelors,agent
delhi,carpet,1450,3,3,2.0,4.0,semi-furnished,bachelors/family,agent
delhi,super,110,3,2,1.0,5.0,unfurnished,bachelors/family,owner
delhi,carpet,2000,4,3,1.0,3.0,semi-furnished,bachelors,agent
delhi,carpet,2000,4,3,3.0,3.0,semi-furnished,bachelors,agent
delhi,carpet,2000,3,3,1.0,3.0,semi-furnished,bachelors,agent
delhi,super,240,1,1,4.0,5.0,semi-furnished,bachelors,owner
delhi,carpet,1250,3,2,2.0,4.0,unfurnished,bachelors,agent
delhi,super,1000,3,2,2.0,5.0,semi-furnished,bachelors/family,owner
delhi,carpet,900,3,2,2.0,4.0,unfurnished,bachelors,owner
delhi,carpet,1250,3,3,3.0,4.0,unfurnished,bachelors/family,agent
delhi,carpet,650,2,2,2.0,4.0,unfurnished,bachelors/family,agent
delhi,super,2000,3,3,1.0,2.0,semi-furnished,bachelors/family,owner
delhi,super,900,2,1,2.0,3.0,semi-furnished,bachelors/family,owner
delhi,carpet,60,2,2,3.0,3.0,semi-furnished,bachelors,owner
delhi,super,90,2,2,3.0,4.0,unfurnished,bachelors/family,owner
delhi,super,55,2,1,3.0,4.0,unfurnished,bachelors/family,owner
delhi,super,50,2,1,1.0,2.0,unfurnished,bachelors/family,owner
delhi,carpet,400,4,3,0.9,4.0,unfurnished,bachelors/family,agent
delhi,carpet,680,2,1,2.0,4.0,furnished,bachelors,agent
delhi,carpet,756,2,2,2.0,4.0,semi-furnished,bachelors,agent
delhi,super,500,2,1,2.0,3.0,unfurnished,bachelors/family,owner
delhi,carpet,900,2,2,0.9,3.0,furnished,bachelors/family,owner
delhi,super,2000,3,3,3.0,6.0,furnished,bachelors/family,owner
delhi,carpet,40,1,1,3.0,3.0,furnished,bachelors/family,agent
delhi,super,100,1,1,3.0,3.0,furnished,bachelors/family,agent
delhi,carpet,950,2,2,2.0,3.0,semi-furnished,bachelors/family,owner
delhi,carpet,200,1,1,1.0,4.0,furnished,bachelors,owner
delhi,carpet,900,2,2,0.9,4.0,furnished,bachelors/family,agent
delhi,super,750,2,1,1.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,1400,3,3,3.0,4.0,unfurnished,family,agent
delhi,carpet,100,2,2,2.0,4.0,semi-furnished,bachelors/family,agent
delhi,super,100,2,2,1.0,2.0,semi-furnished,bachelors/family,agent
delhi,super,100,1,1,0.9,1.0,semi-furnished,bachelors/family,agent
delhi,super,1000,2,2,2.0,4.0,semi-furnished,bachelors/family,agent
delhi,super,70,1,1,2.0,3.0,unfurnished,bachelors/family,owner
delhi,carpet,450,1,1,0.9,4.0,furnished,bachelors/family,owner
delhi,carpet,900,2,1,3.0,4.0,unfurnished,bachelors/family,owner
delhi,super,42,1,1,0.9,3.0,semi-furnished,bachelors/family,owner
delhi,carpet,400,1,1,2.0,4.0,furnished,bachelors/family,agent
delhi,carpet,900,2,2,3.0,3.0,semi-furnished,bachelors,owner
delhi,carpet,1500,4,2,2.0,4.0,semi-furnished,bachelors/family,agent
delhi,super,70,1,1,1.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,450,2,1,0.9,1.0,furnished,bachelors/family,owner
delhi,carpet,900,2,1,0.9,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,500,1,1,1.0,5.0,unfurnished,bachelors/family,owner
delhi,carpet,400,1,2,2.0,3.0,unfurnished,bachelors/family,agent
delhi,carpet,150,3,2,2.0,4.0,semi-furnished,bachelors,agent
delhi,super,540,2,1,1.0,4.0,unfurnished,bachelors/family,owner
delhi,carpet,450,1,1,2.0,4.0,unfurnished,bachelors/family,agent
delhi,super,700,1,1,4.0,5.0,unfurnished,bachelors/family,owner
delhi,carpet,1450,3,2,0.9,4.0,furnished,bachelors,agent
delhi,carpet,1000,2,2,2.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,550,2,2,1.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,900,2,2,2.0,3.0,furnished,bachelors/family,owner
delhi,super,300,3,3,2.0,2.0,semi-furnished,bachelors/family,agent
delhi,super,1100,2,2,0.9,3.0,unfurnished,bachelors/family,owner
delhi,carpet,600,1,1,1.0,4.0,semi-furnished,bachelors,agent
delhi,super,450,1,1,3.0,4.0,semi-furnished,bachelors,owner
delhi,carpet,550,2,1,2.0,4.0,unfurnished,bachelors/family,agent
delhi,super,1000,3,2,1.0,4.0,unfurnished,bachelors/family,agent
delhi,carpet,1950,4,3,2.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,1750,3,3,4.0,4.0,semi-furnished,bachelors,agent
delhi,super,25,1,1,3.0,4.0,unfurnished,bachelors/family,owner
delhi,carpet,700,2,1,3.0,4.0,unfurnished,bachelors,agent
delhi,carpet,1800,2,1,1.0,2.0,unfurnished,bachelors,owner
delhi,super,1000,2,2,3.0,3.0,furnished,bachelors/family,owner
delhi,super,200,2,1,2.0,3.0,unfurnished,bachelors/family,owner
delhi,carpet,1700,3,3,2.0,4.0,semi-furnished,bachelors,agent
delhi,super,70,3,2,0.9,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,1700,3,3,3.0,4.0,semi-furnished,bachelors,agent
delhi,carpet,1350,3,3,2.0,3.0,semi-furnished,bachelors,agent
delhi,super,2000,4,3,3.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,1250,3,3,1.0,4.0,unfurnished,bachelors/family,agent
delhi,carpet,1000,3,2,3.0,4.0,unfurnished,bachelors/family,owner
delhi,super,500,1,1,2.0,3.0,semi-furnished,bachelors/family,owner
delhi,carpet,500,1,1,3.0,4.0,semi-furnished,bachelors/family,agent
delhi,carpet,1550,3,3,2.0,4.0,semi-furnished,bachelors,agent
delhi,super,1150,2,2,1.0,4.0,unfurnished,bachelors,owner
delhi,carpet,2000,3,3,3.0,4.0,unfurnished,bachelors/family,agent
delhi,carpet,30,1,1,2.0,3.0,furnished,bachelors/family,owner
delhi,carpet,50,1,1,3.0,4.0,semi-furnished,bachelors,owner
delhi,super,1205,3,2,2.0,4.0,furnished,bachelors/family,owner
delhi,carpet,1450,3,2,2.0,4.0,semi-furnished,bachelors,agent
delhi,super,200,1,1,2.0,4.0,unfurnished,bachelors/family,owner
delhi,super,350,2,2,2.0,4.0,semi-furnished,bachelors/family,owner
delhi,super,700,2,1,0.9,1.0,unfurnished,bachelors,owner
delhi,carpet,1000,2,2,1.0,4.0,semi-furnished,bachelors,agent
delhi,super,1200,3,2,14.0,10.0,semi-furnished,family,owner
delhi,carpet,1200,3,2,2.0,4.0,semi-furnished,bachelors,agent
delhi,super,900,2,2,3.0,4.0,semi-furnished,bachelors/family,owner
delhi,carpet,84,2,2,1.0,4.0,furnished,bachelors,agent
